ed,county,ab_military,affidavit,trump_con,trump_rep,fed,harris_dem,harris_wor,manually_counted_emergency,public_counter,scattered,Grand Total,harris_tot,trump_tot,prez_votes,
33012,Queens,86.0,23.0,12.0,208.0,1.0,521.0,20.0,0.0,672.0,13.0,1556.0,541.0,220.0,781.0,
33013,Queens,3.0,1.0,0.0,23.0,2.0,74.0,2.0,0.0,98.0,2.0,205.0,76.0,23.0,102.0,
33014,Queens,67.0,20.0,16.0,317.0,1.0,449.0,17.0,0.0,737.0,22.0,1646.0,466.0,333.0,824.0,
33015,Queens,71.0,21.0,21.0,208.0,0.0,454.0,17.0,0.0,638.0,25.0,1455.0,471.0,229.0,730.0,
33016,Queens,111.0,16.0,13.0,296.0,2.0,470.0,10.0,0.0,713.0,44.0,1675.0,480.0,309.0,840.0,
33017,Queens,101.0,15.0,23.0,306.0,0.0,601.0,20.0,0.0,881.0,36.0,1983.0,621.0,329.0,997.0,
33018,Queens,53.0,19.0,10.0,211.0,2.0,499.0,13.0,0.0,682.0,17.0,1506.0,512.0,221.0,754.0,
33019,Queens,39.0,17.0,14.0,181.0,1.0,408.0,3.0,0.0,567.0,12.0,1242.0,411.0,195.0,623.0,
33020,Queens,108.0,19.0,13.0,244.0,1.0,471.0,9.0,0.0,650.0,32.0,1547.0,480.0,257.0,777.0,
33021,Queens,35.0,20.0,9.0,256.0,0.0,596.0,20.0,0.0,877.0,42.0,1855.0,616.0,265.0,932.0,
33022,Queens,32.0,12.0,15.0,95.0,0.0,263.0,4.0,0.0,342.0,8.0,771.0,267.0,110.0,386.0,
33023,Queens,49.0,21.0,15.0,243.0,1.0,687.0,16.0,0.0,931.0,31.0,1994.0,703.0,258.0,1001.0,
33024,Queens,18.0,1.0,1.0,46.0,0.0,110.0,0.0,0.0,143.0,1.0,320.0,110.0,47.0,162.0,
33025,Queens,27.0,11.0,5.0,83.0,0.0,242.0,11.0,0.0,320.0,13.0,712.0,253.0,88.0,358.0,
33026,Queens,11.0,4.0,1.0,34.0,0.0,87.0,4.0,0.0,113.0,2.0,256.0,91.0,35.0,128.0,
33027,Queens,52.0,22.0,13.0,128.0,2.0,611.0,15.0,1.0,704.0,8.0,1556.0,626.0,141.0,779.0,
33028,Queens,15.0,11.0,2.0,59.0,0.0,274.0,3.0,0.0,324.0,8.0,696.0,277.0,61.0,350.0,
33029,Queens,52.0,22.0,10.0,133.0,1.0,723.0,15.0,0.0,821.0,10.0,1787.0,738.0,143.0,895.0,
33030,Queens,105.0,23.0,9.0,109.0,3.0,844.0,28.0,0.0,878.0,14.0,2013.0,872.0,118.0,1006.0,
33031,Queens,84.0,14.0,7.0,71.0,1.0,684.0,21.0,0.0,695.0,2.0,1579.0,705.0,78.0,793.0,
33032,Queens,90.0,28.0,11.0,75.0,0.0,917.0,13.0,0.0,914.0,12.0,2060.0,930.0,86.0,1032.0,
33033,Queens,45.0,10.0,1.0,39.0,0.0,546.0,7.0,0.0,546.0,5.0,1199.0,553.0,40.0,601.0,
33034,Queens,57.0,21.0,12.0,60.0,5.0,805.0,15.0,0.0,822.0,6.0,1803.0,820.0,72.0,900.0,
33035,Queens,72.0,26.0,4.0,50.0,2.0,938.0,16.0,0.0,919.0,3.0,2030.0,954.0,54.0,1017.0,
33036,Queens,90.0,15.0,10.0,49.0,0.0,880.0,17.0,0.0,864.0,7.0,1932.0,897.0,59.0,969.0,
33037,Queens,73.0,31.0,9.0,51.0,1.0,860.0,14.0,0.0,831.0,,1870.0,874.0,60.0,935.0,
33038,Queens,74.0,10.0,6.0,54.0,1.0,726.0,10.0,0.0,720.0,4.0,1605.0,736.0,60.0,804.0,
33039,Queens,56.0,21.0,8.0,54.0,2.0,647.0,9.0,0.0,650.0,5.0,1452.0,656.0,62.0,727.0,
33040,Queens,64.0,17.0,5.0,36.0,0.0,569.0,7.0,0.0,544.0,5.0,1247.0,576.0,41.0,625.0,
33041,Queens,60.0,12.0,2.0,41.0,0.0,488.0,8.0,0.0,476.0,2.0,1089.0,496.0,43.0,548.0,
33042,Queens,73.0,33.0,13.0,66.0,0.0,787.0,16.0,0.0,785.0,6.0,1779.0,803.0,79.0,891.0,
33043,Queens,37.0,13.0,3.0,24.0,0.0,435.0,13.0,0.0,430.0,4.0,959.0,448.0,27.0,480.0,
33044,Queens,88.0,28.0,5.0,72.0,1.0,909.0,21.0,0.0,898.0,7.0,2029.0,930.0,77.0,1014.0,
33045,Queens,58.0,32.0,5.0,53.0,0.0,749.0,6.0,0.0,739.0,6.0,1648.0,755.0,58.0,829.0,
33046,Queens,100.0,28.0,8.0,84.0,0.0,915.0,15.0,0.0,908.0,10.0,2068.0,930.0,92.0,1036.0,
33047,Queens,60.0,27.0,3.0,61.0,0.0,725.0,5.0,0.0,718.0,6.0,1605.0,730.0,64.0,805.0,
33048,Queens,82.0,11.0,11.0,49.0,0.0,715.0,14.0,0.0,709.0,8.0,1599.0,729.0,60.0,802.0,
33049,Queens,38.0,10.0,3.0,35.0,0.0,358.0,9.0,0.0,361.0,2.0,816.0,367.0,38.0,409.0,
33050,Queens,78.0,26.0,11.0,80.0,0.0,836.0,11.0,0.0,844.0,10.0,1896.0,847.0,91.0,948.0,
33051,Queens,94.0,23.0,5.0,127.0,1.0,849.0,21.0,0.0,914.0,19.0,2053.0,870.0,132.0,1031.0,
33052,Queens,87.0,33.0,11.0,111.0,0.0,872.0,14.0,0.0,919.0,23.0,2070.0,886.0,122.0,1039.0,
33053,Queens,59.0,19.0,8.0,83.0,0.0,647.0,18.0,0.0,696.0,15.0,1545.0,665.0,91.0,774.0,
33054,Queens,69.0,23.0,4.0,85.0,0.0,618.0,15.0,0.0,649.0,12.0,1475.0,633.0,89.0,741.0,
33055,Queens,48.0,26.0,2.0,106.0,1.0,588.0,13.0,0.0,644.0,7.0,1435.0,601.0,108.0,718.0,
33056,Queens,74.0,32.0,10.0,88.0,1.0,820.0,28.0,0.0,857.0,11.0,1921.0,848.0,98.0,963.0,
33057,Queens,65.0,17.0,5.0,78.0,0.0,575.0,16.0,0.0,607.0,11.0,1374.0,591.0,83.0,689.0,
33058,Queens,61.0,17.0,14.0,117.0,0.0,638.0,8.0,0.0,713.0,10.0,1578.0,646.0,131.0,791.0,
33059,Queens,53.0,24.0,5.0,41.0,1.0,427.0,8.0,0.0,416.0,9.0,984.0,435.0,46.0,493.0,
33060,Queens,58.0,26.0,11.0,84.0,0.0,614.0,18.0,0.0,651.0,3.0,1465.0,632.0,95.0,735.0,
33061,Queens,86.0,26.0,6.0,118.0,1.0,662.0,19.0,0.0,717.0,10.0,1645.0,681.0,124.0,829.0,
33062,Queens,31.0,13.0,2.0,34.0,0.0,376.0,8.0,0.0,389.0,11.0,864.0,384.0,36.0,433.0,
33063,Queens,40.0,13.0,6.0,75.0,1.0,425.0,7.0,0.0,476.0,9.0,1052.0,432.0,81.0,529.0,
33064,Queens,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,,10.0,3.0,2.0,5.0,
33065,Queens,59.0,13.0,5.0,112.0,2.0,656.0,15.0,0.0,734.0,18.0,1614.0,671.0,117.0,806.0,
34001,Queens,106.0,28.0,21.0,355.0,11.0,624.0,68.0,0.0,956.0,26.0,2195.0,692.0,376.0,1090.0,
34002,Queens,16.0,8.0,8.0,119.0,1.0,99.0,7.0,0.0,213.0,1.0,472.0,106.0,127.0,237.0,
34003,Queens,54.0,19.0,14.0,224.0,1.0,368.0,47.0,0.0,609.0,24.0,1360.0,415.0,238.0,682.0,
34004,Queens,74.0,32.0,15.0,176.0,13.0,468.0,102.0,0.0,691.0,37.0,1608.0,570.0,191.0,797.0,
34005,Queens,47.0,13.0,10.0,162.0,11.0,345.0,54.0,0.0,525.0,21.0,1188.0,399.0,172.0,585.0,
34006,Queens,10.0,3.0,4.0,36.0,1.0,34.0,4.0,0.0,67.0,3.0,162.0,38.0,40.0,80.0,
34007,Queens,89.0,19.0,16.0,232.0,13.0,521.0,95.0,0.0,797.0,32.0,1814.0,616.0,248.0,905.0,
34008,Queens,90.0,33.0,19.0,288.0,9.0,617.0,86.0,0.0,913.0,28.0,2083.0,703.0,307.0,1036.0,
34009,Queens,84.0,22.0,13.0,300.0,7.0,452.0,62.0,0.0,730.0,10.0,1680.0,514.0,313.0,836.0,
34010,Queens,42.0,11.0,17.0,354.0,1.0,375.0,16.0,0.0,720.0,3.0,1539.0,391.0,371.0,773.0,
34011,Queens,20.0,19.0,7.0,188.0,0.0,224.0,13.0,0.0,405.0,8.0,884.0,237.0,195.0,444.0,
34012,Queens,115.0,46.0,18.0,324.0,16.0,766.0,146.0,0.0,1130.0,45.0,2606.0,912.0,342.0,1291.0,
34013,Queens,162.0,52.0,20.0,376.0,7.0,751.0,145.0,0.0,1118.0,38.0,2669.0,896.0,396.0,1332.0,
34014,Queens,101.0,36.0,22.0,395.0,5.0,616.0,101.0,0.0,1029.0,28.0,2333.0,717.0,417.0,1166.0,
34015,Queens,44.0,12.0,10.0,223.0,5.0,175.0,15.0,0.0,376.0,12.0,872.0,190.0,233.0,432.0,
34016,Queens,43.0,9.0,7.0,189.0,1.0,158.0,17.0,0.0,329.0,6.0,759.0,175.0,196.0,381.0,
34017,Queens,91.0,33.0,23.0,347.0,3.0,457.0,93.0,0.0,844.0,41.0,1932.0,550.0,370.0,968.0,
34018,Queens,83.0,28.0,31.0,248.0,8.0,466.0,89.0,0.0,739.0,20.0,1712.0,555.0,279.0,850.0,
34019,Queens,90.0,35.0,17.0,317.0,9.0,604.0,126.0,0.0,953.0,18.0,2169.0,730.0,334.0,1078.0,
34020,Queens,141.0,26.0,26.0,337.0,6.0,620.0,126.0,0.0,976.0,30.0,2288.0,746.0,363.0,1143.0,
34021,Queens,42.0,23.0,6.0,139.0,2.0,509.0,28.0,0.0,631.0,11.0,1391.0,537.0,145.0,696.0,
34022,Queens,32.0,16.0,10.0,115.0,0.0,233.0,17.0,0.0,337.0,6.0,766.0,250.0,125.0,385.0,
34023,Queens,45.0,15.0,6.0,117.0,2.0,216.0,39.0,0.0,332.0,13.0,785.0,255.0,123.0,392.0,
34024,Queens,109.0,22.0,17.0,290.0,8.0,505.0,102.0,0.0,804.0,20.0,1877.0,607.0,307.0,935.0,
34025,Queens,108.0,20.0,22.0,321.0,7.0,544.0,94.0,0.0,872.0,11.0,1999.0,638.0,343.0,1000.0,
34026,Queens,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,2.0,1.0,0.0,1.0,
34027,Queens,50.0,15.0,18.0,317.0,4.0,293.0,24.0,0.0,603.0,16.0,1340.0,317.0,335.0,668.0,
34028,Queens,20.0,14.0,7.0,216.0,1.0,207.0,14.0,0.0,429.0,9.0,917.0,221.0,223.0,463.0,
34029,Queens,41.0,16.0,11.0,237.0,0.0,239.0,15.0,0.0,475.0,20.0,1054.0,254.0,248.0,532.0,
34030,Queens,44.0,16.0,6.0,303.0,3.0,290.0,9.0,0.0,568.0,14.0,1253.0,299.0,309.0,628.0,
34031,Queens,64.0,36.0,19.0,367.0,1.0,388.0,29.0,0.0,759.0,48.0,1711.0,417.0,386.0,859.0,
34032,Queens,47.0,14.0,13.0,238.0,1.0,270.0,9.0,0.0,487.0,13.0,1092.0,279.0,251.0,548.0,
34033,Queens,39.0,5.0,10.0,149.0,0.0,187.0,9.0,0.0,327.0,11.0,737.0,196.0,159.0,371.0,
34034,Queens,78.0,14.0,7.0,244.0,3.0,374.0,22.0,0.0,574.0,15.0,1331.0,396.0,251.0,666.0,
34035,Queens,28.0,14.0,10.0,235.0,1.0,226.0,9.0,0.0,443.0,3.0,969.0,235.0,245.0,485.0,
34036,Queens,51.0,16.0,25.0,356.0,9.0,436.0,22.0,0.0,796.0,26.0,1737.0,458.0,381.0,863.0,
34037,Queens,35.0,9.0,6.0,164.0,0.0,196.0,15.0,0.0,355.0,17.0,797.0,211.0,170.0,399.0,
34038,Queens,25.0,6.0,4.0,140.0,0.0,183.0,20.0,0.0,330.0,12.0,720.0,203.0,144.0,361.0,
34039,Queens,46.0,24.0,14.0,282.0,3.0,451.0,63.0,0.0,770.0,23.0,1676.0,514.0,296.0,840.0,
34040,Queens,60.0,27.0,27.0,364.0,7.0,546.0,49.0,0.0,922.0,18.0,2020.0,595.0,391.0,1009.0,
34041,Queens,86.0,21.0,23.0,278.0,6.0,507.0,90.0,0.0,819.0,27.0,1857.0,597.0,301.0,926.0,
34042,Queens,56.0,12.0,13.0,233.0,2.0,325.0,48.0,0.0,567.0,16.0,1272.0,373.0,246.0,635.0,
34043,Queens,38.0,15.0,14.0,263.0,0.0,354.0,36.0,0.0,640.0,19.0,1379.0,390.0,277.0,693.0,
34044,Queens,55.0,19.0,10.0,361.0,1.0,410.0,40.0,0.0,757.0,8.0,1661.0,450.0,371.0,831.0,
34045,Queens,35.0,8.0,12.0,190.0,0.0,219.0,15.0,0.0,401.0,7.0,887.0,234.0,202.0,444.0,
34046,Queens,89.0,20.0,23.0,328.0,3.0,542.0,59.0,0.0,880.0,30.0,1974.0,601.0,351.0,989.0,
34047,Queens,89.0,14.0,19.0,309.0,4.0,460.0,30.0,0.0,737.0,19.0,1681.0,490.0,328.0,840.0,
34048,Queens,50.0,11.0,16.0,155.0,1.0,316.0,44.0,0.0,487.0,14.0,1094.0,360.0,171.0,548.0,
34049,Queens,33.0,15.0,10.0,134.0,7.0,242.0,52.0,0.0,403.0,14.0,910.0,294.0,144.0,451.0,
34050,Queens,1.0,4.0,6.0,57.0,0.0,72.0,10.0,0.0,144.0,3.0,297.0,82.0,63.0,149.0,
34051,Queens,72.0,16.0,20.0,310.0,3.0,446.0,29.0,0.0,741.0,23.0,1660.0,475.0,330.0,829.0,
34052,Queens,41.0,23.0,20.0,361.0,2.0,503.0,41.0,0.0,874.0,12.0,1877.0,544.0,381.0,938.0,
34053,Queens,0.0,1.0,0.0,12.0,0.0,19.0,0.0,0.0,30.0,,62.0,19.0,12.0,31.0,
34054,Queens,42.0,14.0,19.0,305.0,2.0,268.0,8.0,0.0,557.0,10.0,1225.0,276.0,324.0,613.0,
34055,Queens,15.0,4.0,2.0,113.0,7.0,107.0,8.0,0.0,208.0,3.0,467.0,115.0,115.0,227.0,
34056,Queens,38.0,6.0,17.0,354.0,0.0,296.0,21.0,0.0,657.0,8.0,1397.0,317.0,371.0,701.0,
34057,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
34058,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
34059,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
34060,Queens,14.0,0.0,3.0,65.0,1.0,69.0,5.0,0.0,130.0,2.0,289.0,74.0,68.0,144.0,
34061,Queens,6.0,0.0,2.0,32.0,0.0,27.0,1.0,0.0,57.0,,125.0,28.0,34.0,63.0,
35001,Queens,59.0,29.0,15.0,390.0,3.0,315.0,25.0,0.0,675.0,17.0,1528.0,340.0,405.0,763.0,
35002,Queens,28.0,21.0,10.0,222.0,0.0,229.0,13.0,0.0,444.0,13.0,980.0,242.0,232.0,493.0,
35003,Queens,32.0,7.0,13.0,194.0,0.0,233.0,15.0,0.0,423.0,5.0,922.0,248.0,207.0,462.0,
35004,Queens,45.0,24.0,8.0,180.0,1.0,325.0,9.0,0.0,467.0,10.0,1069.0,334.0,188.0,536.0,
35005,Queens,98.0,14.0,7.0,203.0,0.0,367.0,16.0,0.0,496.0,10.0,1211.0,383.0,210.0,608.0,
35006,Queens,38.0,13.0,13.0,222.0,0.0,405.0,22.0,0.0,637.0,19.0,1369.0,427.0,235.0,688.0,
35007,Queens,60.0,26.0,25.0,308.0,0.0,583.0,22.0,0.0,876.0,19.0,1919.0,605.0,333.0,962.0,
35008,Queens,73.0,9.0,17.0,240.0,1.0,588.0,21.0,0.0,805.0,14.0,1768.0,609.0,257.0,887.0,
35009,Queens,78.0,18.0,38.0,409.0,4.0,361.0,19.0,0.0,740.0,5.0,1672.0,380.0,447.0,836.0,
35010,Queens,19.0,18.0,12.0,137.0,0.0,221.0,7.0,0.0,347.0,3.0,764.0,228.0,149.0,384.0,
35011,Queens,17.0,19.0,12.0,174.0,0.0,260.0,15.0,0.0,439.0,10.0,946.0,275.0,186.0,475.0,
35012,Queens,25.0,21.0,20.0,262.0,1.0,400.0,23.0,0.0,669.0,6.0,1427.0,423.0,282.0,715.0,
35013,Queens,38.0,16.0,13.0,287.0,0.0,357.0,11.0,0.0,629.0,8.0,1359.0,368.0,300.0,683.0,
35014,Queens,20.0,15.0,19.0,245.0,0.0,411.0,22.0,0.0,675.0,10.0,1417.0,433.0,264.0,710.0,
35015,Queens,34.0,14.0,13.0,254.0,1.0,380.0,15.0,0.0,623.0,7.0,1341.0,395.0,267.0,671.0,
35016,Queens,50.0,15.0,7.0,233.0,0.0,494.0,17.0,0.0,695.0,8.0,1519.0,511.0,240.0,760.0,
35017,Queens,38.0,11.0,19.0,306.0,1.0,303.0,12.0,0.0,593.0,1.0,1284.0,315.0,325.0,642.0,
35018,Queens,26.0,15.0,12.0,238.0,1.0,183.0,8.0,0.0,403.0,2.0,888.0,191.0,250.0,444.0,
35019,Queens,24.0,4.0,16.0,173.0,0.0,195.0,13.0,0.0,374.0,2.0,801.0,208.0,189.0,402.0,
35020,Queens,15.0,14.0,4.0,126.0,1.0,140.0,7.0,0.0,248.0,,555.0,147.0,130.0,277.0,
35021,Queens,130.0,9.0,2.0,82.0,0.0,138.0,4.0,0.0,93.0,1.0,459.0,142.0,84.0,232.0,
35022,Queens,28.0,13.0,13.0,325.0,1.0,288.0,22.0,0.0,618.0,4.0,1312.0,310.0,338.0,659.0,
35023,Queens,28.0,22.0,14.0,190.0,0.0,246.0,14.0,0.0,425.0,7.0,946.0,260.0,204.0,475.0,
35024,Queens,27.0,26.0,7.0,221.0,0.0,321.0,5.0,0.0,512.0,5.0,1124.0,326.0,228.0,565.0,
35025,Queens,72.0,17.0,16.0,185.0,1.0,431.0,16.0,0.0,575.0,10.0,1323.0,447.0,201.0,664.0,
35026,Queens,69.0,22.0,9.0,227.0,0.0,465.0,16.0,0.0,635.0,5.0,1448.0,481.0,236.0,726.0,
35027,Queens,13.0,5.0,6.0,92.0,1.0,120.0,9.0,0.0,209.0,,455.0,129.0,98.0,227.0,
35028,Queens,11.0,1.0,5.0,45.0,0.0,67.0,3.0,0.0,111.0,3.0,246.0,70.0,50.0,123.0,
35029,Queens,30.0,16.0,15.0,138.0,1.0,259.0,10.0,0.0,386.0,6.0,861.0,269.0,153.0,432.0,
35030,Queens,63.0,16.0,19.0,269.0,5.0,460.0,28.0,0.0,713.0,15.0,1588.0,488.0,288.0,792.0,
35031,Queens,34.0,20.0,13.0,325.0,2.0,210.0,11.0,0.0,519.0,12.0,1146.0,221.0,338.0,573.0,
35032,Queens,41.0,19.0,6.0,182.0,0.0,444.0,12.0,0.0,602.0,11.0,1317.0,456.0,188.0,662.0,
35033,Queens,59.0,18.0,7.0,164.0,1.0,540.0,9.0,0.0,661.0,12.0,1471.0,549.0,171.0,738.0,
35034,Queens,52.0,22.0,5.0,202.0,0.0,444.0,11.0,0.0,603.0,9.0,1348.0,455.0,207.0,677.0,
35035,Queens,54.0,19.0,12.0,170.0,3.0,449.0,15.0,0.0,577.0,2.0,1301.0,464.0,182.0,650.0,
35036,Queens,49.0,20.0,5.0,203.0,0.0,474.0,8.0,0.0,642.0,10.0,1411.0,482.0,208.0,711.0,
35037,Queens,33.0,11.0,8.0,161.0,2.0,247.0,10.0,0.0,385.0,2.0,859.0,257.0,169.0,429.0,
35038,Queens,79.0,21.0,14.0,327.0,2.0,339.0,14.0,0.0,607.0,10.0,1413.0,353.0,341.0,707.0,
35039,Queens,59.0,21.0,25.0,424.0,5.0,398.0,22.0,0.0,795.0,6.0,1755.0,420.0,449.0,875.0,
35040,Queens,56.0,15.0,25.0,335.0,2.0,334.0,21.0,0.0,656.0,9.0,1453.0,355.0,360.0,727.0,
35041,Queens,99.0,22.0,24.0,452.0,4.0,361.0,19.0,0.0,751.0,16.0,1748.0,380.0,476.0,872.0,
35042,Queens,73.0,36.0,33.0,523.0,8.0,355.0,20.0,0.0,831.0,13.0,1892.0,375.0,556.0,940.0,
35043,Queens,23.0,18.0,7.0,201.0,2.0,142.0,4.0,0.0,317.0,4.0,718.0,146.0,208.0,358.0,
35044,Queens,47.0,26.0,8.0,116.0,0.0,246.0,15.0,0.0,322.0,8.0,788.0,261.0,124.0,395.0,
35045,Queens,44.0,26.0,33.0,321.0,1.0,164.0,8.0,0.0,468.0,11.0,1076.0,172.0,354.0,538.0,
35046,Queens,47.0,29.0,11.0,192.0,1.0,280.0,16.0,0.0,430.0,6.0,1012.0,296.0,203.0,506.0,
35047,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35048,Queens,15.0,6.0,6.0,56.0,0.0,79.0,7.0,0.0,128.0,,297.0,86.0,62.0,149.0,
35049,Queens,49.0,27.0,17.0,409.0,6.0,293.0,17.0,0.0,685.0,28.0,1531.0,310.0,426.0,761.0,
35050,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35051,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35052,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35053,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35054,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35055,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35056,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35057,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35058,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35059,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35060,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35061,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35062,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35063,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
35064,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
35065,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
36001,Queens,41.0,25.0,18.0,303.0,4.0,418.0,31.0,0.0,738.0,25.0,1603.0,449.0,321.0,804.0,
36002,Queens,44.0,6.0,14.0,75.0,11.0,258.0,49.0,0.0,351.0,15.0,823.0,307.0,89.0,401.0,
36003,Queens,82.0,41.0,20.0,407.0,9.0,646.0,120.0,0.0,1097.0,29.0,2451.0,766.0,427.0,1220.0,
36004,Queens,70.0,28.0,15.0,243.0,9.0,446.0,87.0,0.0,711.0,22.0,1631.0,533.0,258.0,809.0,
36005,Queens,110.0,35.0,22.0,354.0,9.0,669.0,133.0,0.0,1062.0,25.0,2419.0,802.0,376.0,1207.0,
36006,Queens,36.0,25.0,15.0,90.0,1.0,476.0,13.0,0.0,550.0,8.0,1214.0,489.0,105.0,611.0,
36007,Queens,96.0,52.0,13.0,165.0,0.0,670.0,49.0,0.0,779.0,26.0,1850.0,719.0,178.0,927.0,
36008,Queens,90.0,29.0,21.0,234.0,13.0,478.0,75.0,0.0,704.0,24.0,1668.0,553.0,255.0,823.0,
36009,Queens,57.0,14.0,12.0,142.0,9.0,404.0,78.0,0.0,579.0,20.0,1315.0,482.0,154.0,650.0,
36010,Queens,130.0,43.0,20.0,252.0,9.0,687.0,135.0,0.0,972.0,47.0,2295.0,822.0,272.0,1145.0,
36011,Queens,46.0,17.0,2.0,102.0,1.0,315.0,48.0,0.0,421.0,15.0,967.0,363.0,104.0,484.0,
36012,Queens,98.0,28.0,4.0,151.0,9.0,504.0,121.0,0.0,677.0,24.0,1616.0,625.0,155.0,803.0,
36013,Queens,118.0,41.0,18.0,250.0,3.0,573.0,76.0,0.0,781.0,19.0,1879.0,649.0,268.0,940.0,
36014,Queens,80.0,40.0,27.0,252.0,4.0,603.0,99.0,0.0,915.0,44.0,2064.0,702.0,279.0,1035.0,
36015,Queens,39.0,25.0,2.0,63.0,0.0,283.0,35.0,0.0,331.0,8.0,786.0,318.0,65.0,395.0,
36016,Queens,53.0,38.0,15.0,174.0,3.0,502.0,93.0,0.0,728.0,23.0,1629.0,595.0,189.0,819.0,
36017,Queens,80.0,32.0,14.0,222.0,14.0,619.0,138.0,0.0,911.0,34.0,2064.0,757.0,236.0,1023.0,
36018,Queens,56.0,16.0,8.0,107.0,1.0,326.0,59.0,0.0,441.0,11.0,1025.0,385.0,115.0,513.0,
36019,Queens,115.0,35.0,14.0,174.0,6.0,687.0,138.0,0.0,919.0,52.0,2140.0,825.0,188.0,1069.0,
36020,Queens,102.0,45.0,12.0,217.0,18.0,697.0,141.0,0.0,938.0,26.0,2196.0,838.0,229.0,1085.0,
36021,Queens,111.0,32.0,10.0,186.0,10.0,652.0,111.0,0.0,852.0,37.0,2001.0,763.0,196.0,995.0,
36022,Queens,104.0,31.0,13.0,225.0,10.0,686.0,151.0,0.0,980.0,38.0,2238.0,837.0,238.0,1115.0,
36023,Queens,116.0,40.0,19.0,225.0,8.0,608.0,141.0,0.0,878.0,37.0,2072.0,749.0,244.0,1034.0,
36024,Queens,70.0,36.0,9.0,202.0,5.0,447.0,89.0,0.0,673.0,29.0,1560.0,536.0,211.0,779.0,
36025,Queens,125.0,35.0,18.0,241.0,9.0,690.0,143.0,0.0,972.0,34.0,2267.0,833.0,259.0,1132.0,
36026,Queens,57.0,24.0,10.0,142.0,13.0,408.0,85.0,0.0,576.0,16.0,1331.0,493.0,152.0,657.0,
36027,Queens,34.0,9.0,4.0,77.0,2.0,187.0,42.0,0.0,272.0,7.0,634.0,229.0,81.0,315.0,
36028,Queens,123.0,31.0,16.0,310.0,7.0,630.0,131.0,0.0,974.0,34.0,2256.0,761.0,326.0,1128.0,
36029,Queens,19.0,10.0,2.0,47.0,0.0,106.0,7.0,0.0,144.0,6.0,341.0,113.0,49.0,173.0,
36030,Queens,30.0,18.0,9.0,142.0,1.0,327.0,48.0,0.0,496.0,13.0,1084.0,375.0,151.0,544.0,
36031,Queens,42.0,26.0,8.0,142.0,11.0,373.0,76.0,0.0,538.0,14.0,1230.0,449.0,150.0,606.0,
36032,Queens,94.0,37.0,9.0,149.0,5.0,518.0,69.0,0.0,649.0,29.0,1559.0,587.0,158.0,780.0,
36033,Queens,6.0,6.0,2.0,30.0,0.0,53.0,9.0,0.0,87.0,4.0,197.0,62.0,32.0,99.0,
36034,Queens,9.0,4.0,4.0,24.0,0.0,47.0,7.0,0.0,75.0,4.0,174.0,54.0,28.0,88.0,
36035,Queens,168.0,71.0,11.0,110.0,2.0,771.0,71.0,0.0,755.0,29.0,1988.0,842.0,121.0,994.0,
36036,Queens,161.0,68.0,19.0,207.0,17.0,1000.0,111.0,0.0,1142.0,41.0,2766.0,1111.0,226.0,1371.0,
36037,Queens,155.0,32.0,5.0,65.0,3.0,533.0,47.0,0.0,484.0,16.0,1340.0,580.0,70.0,671.0,
