ed,county,ab_military,affidavit,trump_con,trump_rep,fed,harris_dem,harris_wor,manually_counted_emergency,public_counter,scattered,Grand Total,harris_tot,trump_tot,prez_votes,
36038,Queens,40.0,27.0,8.0,178.0,0.0,435.0,24.0,0.0,588.0,5.0,1305.0,459.0,186.0,655.0,
36039,Queens,35.0,21.0,11.0,143.0,0.0,451.0,22.0,0.0,581.0,6.0,1270.0,473.0,154.0,637.0,
36040,Queens,43.0,28.0,15.0,164.0,0.0,478.0,24.0,0.0,623.0,6.0,1381.0,502.0,179.0,694.0,
36041,Queens,233.0,67.0,20.0,167.0,11.0,885.0,87.0,0.0,885.0,26.0,2381.0,972.0,187.0,1185.0,
36042,Queens,165.0,22.0,8.0,112.0,2.0,566.0,66.0,0.0,591.0,23.0,1555.0,632.0,120.0,778.0,
36043,Queens,93.0,24.0,12.0,225.0,5.0,523.0,92.0,0.0,773.0,34.0,1781.0,615.0,237.0,890.0,
36044,Queens,98.0,26.0,18.0,209.0,5.0,617.0,116.0,0.0,884.0,41.0,2014.0,733.0,227.0,1008.0,
36045,Queens,50.0,20.0,7.0,130.0,2.0,302.0,50.0,0.0,436.0,15.0,1012.0,352.0,137.0,506.0,
36046,Queens,55.0,21.0,21.0,169.0,5.0,541.0,38.0,0.0,699.0,4.0,1553.0,579.0,190.0,775.0,
36047,Queens,39.0,37.0,14.0,142.0,0.0,480.0,38.0,0.0,611.0,12.0,1373.0,518.0,156.0,687.0,
36048,Queens,12.0,15.0,4.0,52.0,2.0,125.0,15.0,0.0,175.0,1.0,401.0,140.0,56.0,202.0,
36049,Queens,4.0,7.0,4.0,14.0,0.0,48.0,2.0,0.0,59.0,1.0,139.0,50.0,18.0,70.0,
36050,Queens,10.0,2.0,2.0,34.0,0.0,51.0,9.0,0.0,93.0,4.0,205.0,60.0,36.0,105.0,
36051,Queens,41.0,17.0,4.0,133.0,2.0,206.0,24.0,0.0,327.0,17.0,771.0,230.0,137.0,385.0,
36052,Queens,22.0,7.0,7.0,67.0,1.0,141.0,16.0,0.0,209.0,2.0,472.0,157.0,74.0,238.0,
36053,Queens,37.0,8.0,5.0,56.0,1.0,207.0,30.0,0.0,268.0,15.0,627.0,237.0,61.0,313.0,
36054,Queens,92.0,35.0,9.0,181.0,8.0,568.0,91.0,0.0,742.0,19.0,1745.0,659.0,190.0,869.0,
36055,Queens,94.0,42.0,21.0,235.0,9.0,604.0,82.0,0.0,839.0,28.0,1954.0,686.0,256.0,975.0,
36056,Queens,137.0,13.0,29.0,273.0,7.0,756.0,149.0,0.0,1077.0,23.0,2464.0,905.0,302.0,1227.0,
36057,Queens,113.0,25.0,16.0,201.0,13.0,601.0,120.0,0.0,834.0,33.0,1956.0,721.0,217.0,972.0,
36058,Queens,83.0,18.0,9.0,109.0,5.0,376.0,79.0,0.0,484.0,16.0,1179.0,455.0,118.0,585.0,
36059,Queens,85.0,27.0,5.0,154.0,1.0,477.0,76.0,0.0,624.0,16.0,1465.0,553.0,159.0,736.0,
36060,Queens,66.0,28.0,8.0,164.0,11.0,396.0,65.0,0.0,557.0,24.0,1319.0,461.0,172.0,651.0,
36061,Queens,83.0,17.0,17.0,174.0,8.0,399.0,100.0,0.0,621.0,32.0,1451.0,499.0,191.0,721.0,
36062,Queens,88.0,23.0,11.0,189.0,11.0,587.0,112.0,0.0,806.0,22.0,1849.0,699.0,200.0,917.0,
36063,Queens,122.0,36.0,26.0,238.0,19.0,694.0,166.0,0.0,986.0,23.0,2310.0,860.0,264.0,1144.0,
36064,Queens,52.0,16.0,9.0,151.0,5.0,304.0,51.0,0.0,464.0,20.0,1072.0,355.0,160.0,532.0,
36065,Queens,82.0,24.0,15.0,253.0,8.0,612.0,104.0,0.0,906.0,29.0,2033.0,716.0,268.0,1012.0,
36066,Queens,12.0,7.0,1.0,28.0,2.0,92.0,18.0,0.0,127.0,7.0,294.0,110.0,29.0,146.0,
36067,Queens,6.0,0.0,0.0,13.0,1.0,48.0,10.0,0.0,66.0,1.0,145.0,58.0,13.0,72.0,
36068,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
36069,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
36070,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
37001,Queens,122.0,63.0,11.0,126.0,2.0,797.0,77.0,0.0,860.0,29.0,2087.0,874.0,137.0,1045.0,
37002,Queens,164.0,26.0,10.0,160.0,9.0,913.0,114.0,0.0,1049.0,42.0,2487.0,1027.0,170.0,1239.0,
37003,Queens,143.0,45.0,17.0,155.0,12.0,907.0,104.0,0.0,1029.0,32.0,2444.0,1011.0,172.0,1217.0,
37004,Queens,85.0,16.0,6.0,109.0,10.0,518.0,49.0,0.0,587.0,14.0,1394.0,567.0,115.0,688.0,
37005,Queens,107.0,34.0,9.0,89.0,11.0,609.0,49.0,0.0,627.0,14.0,1549.0,658.0,98.0,768.0,
37006,Queens,190.0,70.0,11.0,176.0,9.0,945.0,78.0,0.0,979.0,30.0,2488.0,1023.0,187.0,1239.0,
37007,Queens,124.0,28.0,7.0,129.0,6.0,717.0,95.0,0.0,819.0,23.0,1948.0,812.0,136.0,971.0,
37008,Queens,238.0,91.0,21.0,199.0,10.0,1123.0,93.0,0.0,1142.0,32.0,2949.0,1216.0,220.0,1471.0,
37009,Queens,93.0,33.0,5.0,56.0,6.0,403.0,51.0,0.0,406.0,18.0,1071.0,454.0,61.0,532.0,
37010,Queens,0.0,2.0,1.0,2.0,0.0,12.0,1.0,0.0,17.0,1.0,36.0,13.0,3.0,19.0,
37011,Queens,19.0,6.0,17.0,133.0,1.0,101.0,11.0,0.0,237.0,1.0,526.0,112.0,150.0,262.0,
37012,Queens,62.0,29.0,18.0,171.0,1.0,500.0,109.0,0.0,742.0,27.0,1659.0,609.0,189.0,833.0,
37013,Queens,8.0,13.0,11.0,34.0,0.0,55.0,6.0,0.0,93.0,5.0,225.0,61.0,45.0,114.0,
37014,Queens,69.0,28.0,14.0,302.0,0.0,497.0,61.0,0.0,803.0,22.0,1796.0,558.0,316.0,900.0,
37015,Queens,16.0,3.0,9.0,101.0,0.0,130.0,13.0,0.0,242.0,8.0,522.0,143.0,110.0,261.0,
37016,Queens,30.0,10.0,15.0,180.0,2.0,227.0,28.0,0.0,424.0,13.0,929.0,255.0,195.0,464.0,
37017,Queens,32.0,12.0,11.0,306.0,3.0,322.0,35.0,0.0,646.0,17.0,1384.0,357.0,317.0,690.0,
37018,Queens,33.0,15.0,16.0,290.0,3.0,407.0,35.0,0.0,724.0,18.0,1541.0,442.0,306.0,772.0,
37019,Queens,59.0,28.0,15.0,253.0,4.0,473.0,83.0,0.0,779.0,36.0,1730.0,556.0,268.0,866.0,
37020,Queens,89.0,26.0,20.0,210.0,5.0,522.0,86.0,0.0,754.0,29.0,1741.0,608.0,230.0,869.0,
37021,Queens,91.0,13.0,11.0,186.0,7.0,553.0,95.0,0.0,763.0,24.0,1743.0,648.0,197.0,867.0,
37022,Queens,90.0,27.0,13.0,243.0,16.0,611.0,104.0,0.0,864.0,19.0,1987.0,715.0,256.0,981.0,
37023,Queens,70.0,32.0,18.0,148.0,4.0,452.0,75.0,0.0,613.0,21.0,1433.0,527.0,166.0,715.0,
37024,Queens,63.0,22.0,24.0,272.0,13.0,573.0,78.0,0.0,908.0,50.0,2003.0,651.0,296.0,993.0,
37025,Queens,55.0,20.0,6.0,153.0,10.0,487.0,63.0,0.0,657.0,29.0,1480.0,550.0,159.0,732.0,
37026,Queens,53.0,33.0,14.0,202.0,7.0,463.0,69.0,0.0,690.0,28.0,1559.0,532.0,216.0,776.0,
37027,Queens,106.0,37.0,19.0,259.0,11.0,651.0,117.0,0.0,941.0,39.0,2180.0,768.0,278.0,1084.0,
37028,Queens,111.0,54.0,22.0,240.0,12.0,664.0,121.0,0.0,922.0,42.0,2188.0,785.0,262.0,1087.0,
37029,Queens,78.0,27.0,12.0,213.0,9.0,476.0,111.0,0.0,739.0,32.0,1697.0,587.0,225.0,844.0,
37030,Queens,63.0,35.0,18.0,307.0,6.0,530.0,56.0,0.0,834.0,22.0,1871.0,586.0,325.0,932.0,
37031,Queens,85.0,20.0,16.0,272.0,9.0,522.0,76.0,0.0,801.0,24.0,1825.0,598.0,288.0,906.0,
37032,Queens,29.0,12.0,7.0,105.0,5.0,224.0,47.0,0.0,359.0,18.0,806.0,271.0,112.0,400.0,
37033,Queens,65.0,30.0,17.0,158.0,12.0,399.0,57.0,0.0,550.0,19.0,1307.0,456.0,175.0,645.0,
37034,Queens,0.0,0.0,3.0,5.0,0.0,11.0,1.0,0.0,20.0,,40.0,12.0,8.0,20.0,
37035,Queens,90.0,17.0,15.0,186.0,19.0,739.0,126.0,0.0,994.0,45.0,2231.0,865.0,201.0,1101.0,
37036,Queens,163.0,30.0,37.0,365.0,16.0,851.0,116.0,0.0,1200.0,31.0,2809.0,967.0,402.0,1393.0,
37037,Queens,62.0,11.0,12.0,118.0,5.0,279.0,38.0,0.0,387.0,12.0,924.0,317.0,130.0,460.0,
37038,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
37039,Queens,50.0,12.0,29.0,491.0,3.0,231.0,11.0,0.0,707.0,3.0,1537.0,242.0,520.0,769.0,
37040,Queens,83.0,24.0,43.0,592.0,3.0,311.0,13.0,0.0,869.0,10.0,1948.0,324.0,635.0,976.0,
37041,Queens,8.0,0.0,1.0,14.0,1.0,26.0,1.0,0.0,34.0,,85.0,27.0,15.0,42.0,
37042,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
37043,Queens,52.0,25.0,27.0,393.0,0.0,453.0,61.0,0.0,881.0,16.0,1908.0,514.0,420.0,958.0,
37044,Queens,43.0,23.0,9.0,227.0,2.0,327.0,60.0,0.0,589.0,31.0,1311.0,387.0,236.0,655.0,
37045,Queens,0.0,0.0,1.0,27.0,0.0,26.0,2.0,0.0,56.0,,112.0,28.0,28.0,56.0,
37046,Queens,7.0,3.0,7.0,71.0,1.0,39.0,4.0,0.0,112.0,,244.0,43.0,78.0,122.0,
37047,Queens,71.0,32.0,37.0,541.0,4.0,416.0,26.0,0.0,941.0,15.0,2083.0,442.0,578.0,1044.0,
37048,Queens,72.0,21.0,37.0,466.0,1.0,340.0,26.0,0.0,792.0,7.0,1762.0,366.0,503.0,885.0,
37049,Queens,45.0,13.0,11.0,285.0,0.0,177.0,8.0,0.0,442.0,12.0,993.0,185.0,296.0,500.0,
37050,Queens,67.0,26.0,32.0,534.0,4.0,389.0,23.0,0.0,889.0,5.0,1969.0,412.0,566.0,982.0,
37051,Queens,88.0,20.0,41.0,577.0,4.0,409.0,29.0,0.0,964.0,8.0,2140.0,438.0,618.0,1072.0,
37052,Queens,68.0,19.0,28.0,381.0,3.0,387.0,83.0,0.0,839.0,38.0,1846.0,470.0,409.0,926.0,
37053,Queens,75.0,24.0,28.0,371.0,4.0,384.0,82.0,0.0,818.0,41.0,1827.0,466.0,399.0,917.0,
37054,Queens,54.0,29.0,9.0,257.0,1.0,362.0,116.0,0.0,698.0,24.0,1550.0,478.0,266.0,781.0,
37055,Queens,35.0,15.0,14.0,214.0,4.0,307.0,74.0,0.0,598.0,32.0,1293.0,381.0,228.0,648.0,
37056,Queens,57.0,21.0,11.0,170.0,1.0,370.0,67.0,0.0,559.0,14.0,1270.0,437.0,181.0,637.0,
37057,Queens,54.0,18.0,25.0,246.0,2.0,362.0,124.0,0.0,745.0,44.0,1620.0,486.0,271.0,817.0,
37058,Queens,39.0,17.0,16.0,153.0,0.0,213.0,44.0,0.0,397.0,23.0,902.0,257.0,169.0,453.0,
37059,Queens,49.0,20.0,14.0,98.0,1.0,259.0,81.0,0.0,408.0,22.0,952.0,340.0,112.0,477.0,
37060,Queens,23.0,14.0,3.0,77.0,1.0,187.0,45.0,0.0,295.0,14.0,659.0,232.0,80.0,332.0,
37061,Queens,49.0,22.0,13.0,170.0,3.0,279.0,82.0,0.0,513.0,31.0,1162.0,361.0,183.0,584.0,
37062,Queens,22.0,9.0,10.0,149.0,4.0,163.0,51.0,0.0,350.0,5.0,763.0,214.0,159.0,381.0,
37063,Queens,65.0,48.0,23.0,320.0,2.0,528.0,143.0,0.0,953.0,34.0,2116.0,671.0,343.0,1066.0,
37064,Queens,43.0,28.0,9.0,208.0,1.0,381.0,88.0,0.0,655.0,28.0,1441.0,469.0,217.0,726.0,
37065,Queens,49.0,43.0,2.0,185.0,1.0,387.0,104.0,0.0,616.0,21.0,1408.0,491.0,187.0,708.0,
37066,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
37067,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
37068,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
37069,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
37070,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
37071,New York,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
38001,Queens,47.0,25.0,13.0,195.0,1.0,415.0,95.0,0.0,686.0,25.0,1502.0,510.0,208.0,758.0,
38002,Queens,64.0,37.0,12.0,234.0,3.0,487.0,126.0,0.0,812.0,44.0,1819.0,613.0,246.0,913.0,
38003,Queens,78.0,32.0,8.0,188.0,5.0,527.0,80.0,0.0,736.0,33.0,1687.0,607.0,196.0,846.0,
38004,Queens,54.0,45.0,10.0,151.0,4.0,517.0,98.0,0.0,731.0,52.0,1662.0,615.0,161.0,830.0,
38005,Queens,24.0,14.0,12.0,93.0,4.0,137.0,34.0,0.0,253.0,17.0,588.0,171.0,105.0,291.0,
38006,Queens,50.0,25.0,15.0,282.0,2.0,452.0,95.0,0.0,822.0,42.0,1785.0,547.0,297.0,897.0,
38007,Queens,75.0,28.0,19.0,262.0,3.0,587.0,104.0,0.0,920.0,44.0,2042.0,691.0,281.0,1023.0,
38008,Queens,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,,10.0,1.0,4.0,5.0,
38009,Queens,88.0,19.0,31.0,421.0,2.0,433.0,51.0,0.0,841.0,10.0,1896.0,484.0,452.0,948.0,
38010,Queens,62.0,16.0,27.0,358.0,1.0,414.0,56.0,0.0,794.0,12.0,1740.0,470.0,385.0,872.0,
38011,Queens,68.0,17.0,31.0,385.0,1.0,308.0,32.0,0.0,686.0,12.0,1540.0,340.0,416.0,771.0,
38012,Queens,58.0,32.0,24.0,412.0,2.0,374.0,53.0,0.0,800.0,18.0,1773.0,427.0,436.0,890.0,
38013,Queens,22.0,9.0,7.0,149.0,0.0,119.0,13.0,0.0,259.0,,578.0,132.0,156.0,290.0,
38014,Queens,117.0,26.0,43.0,576.0,7.0,426.0,38.0,0.0,956.0,13.0,2202.0,464.0,619.0,1099.0,
38015,Queens,66.0,24.0,46.0,559.0,3.0,389.0,21.0,0.0,943.0,19.0,2070.0,410.0,605.0,1033.0,
38016,Queens,12.0,2.0,3.0,55.0,0.0,48.0,1.0,0.0,94.0,,215.0,49.0,58.0,108.0,
38017,Queens,59.0,22.0,36.0,510.0,4.0,395.0,36.0,0.0,907.0,8.0,1977.0,431.0,546.0,988.0,
38018,Queens,32.0,12.0,17.0,191.0,0.0,240.0,21.0,0.0,438.0,9.0,960.0,261.0,208.0,482.0,
38019,Queens,52.0,20.0,18.0,301.0,4.0,342.0,32.0,0.0,637.0,9.0,1415.0,374.0,319.0,709.0,
38020,Queens,63.0,24.0,34.0,365.0,0.0,448.0,39.0,0.0,826.0,22.0,1821.0,487.0,399.0,913.0,
38021,Queens,65.0,22.0,27.0,261.0,0.0,356.0,19.0,0.0,595.0,15.0,1360.0,375.0,288.0,682.0,
38022,Queens,29.0,15.0,8.0,116.0,0.0,209.0,23.0,0.0,317.0,4.0,721.0,232.0,124.0,361.0,
38023,Queens,52.0,17.0,20.0,274.0,1.0,429.0,36.0,0.0,714.0,20.0,1563.0,465.0,294.0,783.0,
38024,Queens,50.0,25.0,19.0,268.0,0.0,372.0,14.0,0.0,613.0,8.0,1369.0,386.0,287.0,688.0,
38025,Queens,36.0,9.0,11.0,111.0,0.0,218.0,6.0,0.0,307.0,1.0,699.0,224.0,122.0,352.0,
38026,Queens,56.0,19.0,22.0,302.0,2.0,378.0,22.0,0.0,666.0,4.0,1471.0,400.0,324.0,741.0,
38027,Queens,14.0,7.0,4.0,136.0,0.0,138.0,5.0,0.0,266.0,4.0,574.0,143.0,140.0,287.0,
38028,Queens,68.0,20.0,27.0,348.0,2.0,432.0,23.0,0.0,779.0,27.0,1726.0,455.0,375.0,867.0,
38029,Queens,43.0,23.0,14.0,260.0,1.0,327.0,16.0,0.0,582.0,26.0,1292.0,343.0,274.0,648.0,
38030,Queens,77.0,33.0,30.0,320.0,0.0,415.0,27.0,0.0,702.0,17.0,1621.0,442.0,350.0,812.0,
38031,Queens,46.0,14.0,9.0,150.0,0.0,223.0,15.0,0.0,346.0,6.0,809.0,238.0,159.0,406.0,
38032,Queens,64.0,35.0,30.0,372.0,0.0,457.0,14.0,0.0,798.0,17.0,1787.0,471.0,402.0,897.0,
38033,Queens,77.0,29.0,27.0,364.0,0.0,457.0,20.0,0.0,786.0,15.0,1775.0,477.0,391.0,892.0,
38034,Queens,68.0,16.0,35.0,286.0,4.0,429.0,35.0,0.0,715.0,11.0,1599.0,464.0,321.0,799.0,
38035,Queens,61.0,24.0,24.0,279.0,2.0,369.0,26.0,0.0,634.0,15.0,1434.0,395.0,303.0,719.0,
38036,Queens,49.0,26.0,12.0,240.0,1.0,347.0,6.0,0.0,584.0,43.0,1308.0,353.0,252.0,659.0,
38037,Queens,48.0,28.0,17.0,292.0,0.0,365.0,12.0,0.0,659.0,38.0,1459.0,377.0,309.0,735.0,
38038,Queens,29.0,22.0,11.0,182.0,1.0,226.0,8.0,0.0,400.0,20.0,899.0,234.0,193.0,451.0,
38039,Queens,20.0,14.0,17.0,223.0,2.0,256.0,15.0,0.0,492.0,12.0,1051.0,271.0,240.0,526.0,
38040,Queens,17.0,13.0,12.0,152.0,1.0,196.0,2.0,0.0,343.0,6.0,742.0,198.0,164.0,373.0,
38041,Queens,30.0,17.0,14.0,191.0,0.0,232.0,8.0,0.0,408.0,7.0,907.0,240.0,205.0,455.0,
38042,Queens,26.0,12.0,4.0,65.0,0.0,121.0,26.0,0.0,198.0,19.0,471.0,147.0,69.0,236.0,
38043,Queens,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,10.0,,20.0,9.0,1.0,10.0,
38044,Queens,33.0,14.0,7.0,99.0,0.0,254.0,48.0,0.0,385.0,16.0,856.0,302.0,106.0,432.0,
38045,Queens,36.0,15.0,8.0,133.0,1.0,198.0,11.0,0.0,305.0,4.0,711.0,209.0,141.0,356.0,
38046,Queens,66.0,19.0,23.0,379.0,1.0,473.0,52.0,0.0,862.0,15.0,1890.0,525.0,402.0,947.0,
38047,Queens,45.0,20.0,34.0,365.0,4.0,484.0,29.0,0.0,875.0,24.0,1880.0,513.0,399.0,940.0,
38048,Queens,66.0,26.0,20.0,368.0,1.0,470.0,22.0,0.0,804.0,11.0,1788.0,492.0,388.0,896.0,
38049,Queens,22.0,6.0,8.0,99.0,0.0,162.0,7.0,0.0,255.0,4.0,563.0,169.0,107.0,283.0,
38050,Queens,29.0,23.0,24.0,283.0,1.0,401.0,9.0,0.0,682.0,15.0,1467.0,410.0,307.0,734.0,
38051,Queens,40.0,20.0,6.0,290.0,5.0,455.0,6.0,0.0,709.0,10.0,1541.0,461.0,296.0,769.0,
38052,Queens,12.0,8.0,8.0,97.0,0.0,84.0,13.0,0.0,187.0,4.0,413.0,97.0,105.0,207.0,
38053,Queens,41.0,18.0,33.0,355.0,3.0,283.0,38.0,0.0,665.0,12.0,1448.0,321.0,388.0,724.0,
38054,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
39001,Queens,81.0,31.0,19.0,303.0,1.0,616.0,100.0,0.0,966.0,31.0,2148.0,716.0,322.0,1078.0,
39002,Queens,118.0,9.0,14.0,165.0,11.0,683.0,137.0,0.0,897.0,27.0,2061.0,820.0,179.0,1024.0,
39003,Queens,73.0,30.0,17.0,279.0,12.0,569.0,84.0,0.0,868.0,33.0,1965.0,653.0,296.0,971.0,
39004,Queens,76.0,36.0,13.0,333.0,9.0,593.0,75.0,0.0,932.0,34.0,2101.0,668.0,346.0,1044.0,
39005,Queens,68.0,16.0,12.0,228.0,4.0,478.0,81.0,0.0,745.0,27.0,1659.0,559.0,240.0,829.0,
39006,Queens,117.0,16.0,11.0,189.0,12.0,721.0,175.0,0.0,986.0,25.0,2252.0,896.0,200.0,1119.0,
39007,Queens,66.0,29.0,23.0,315.0,12.0,604.0,92.0,0.0,964.0,30.0,2135.0,696.0,338.0,1059.0,
39008,Queens,80.0,31.0,18.0,368.0,8.0,724.0,107.0,0.0,1147.0,35.0,2518.0,831.0,386.0,1258.0,
39009,Queens,38.0,17.0,7.0,96.0,3.0,270.0,55.0,0.0,394.0,17.0,897.0,325.0,103.0,449.0,
39010,Queens,31.0,14.0,6.0,141.0,1.0,175.0,31.0,0.0,325.0,14.0,738.0,206.0,147.0,370.0,
39011,Queens,7.0,2.0,1.0,30.0,0.0,17.0,5.0,0.0,46.0,,108.0,22.0,31.0,55.0,
39012,Queens,44.0,11.0,10.0,179.0,3.0,259.0,12.0,0.0,415.0,6.0,939.0,271.0,189.0,470.0,
39013,Queens,14.0,6.0,7.0,138.0,2.0,158.0,10.0,0.0,300.0,8.0,643.0,168.0,145.0,320.0,
39014,Queens,33.0,16.0,12.0,246.0,1.0,281.0,21.0,0.0,528.0,12.0,1150.0,302.0,258.0,577.0,
39015,Queens,35.0,26.0,23.0,388.0,0.0,413.0,28.0,0.0,818.0,19.0,1750.0,441.0,411.0,879.0,
39016,Queens,7.0,3.0,0.0,26.0,0.0,41.0,1.0,0.0,59.0,,137.0,42.0,26.0,69.0,
39017,Queens,18.0,11.0,11.0,132.0,1.0,201.0,12.0,0.0,337.0,4.0,727.0,213.0,143.0,366.0,
39018,Queens,72.0,15.0,18.0,312.0,5.0,450.0,26.0,0.0,732.0,11.0,1641.0,476.0,330.0,819.0,
39019,Queens,54.0,28.0,24.0,381.0,2.0,438.0,28.0,0.0,822.0,28.0,1805.0,466.0,405.0,904.0,
39020,Queens,9.0,6.0,5.0,70.0,0.0,112.0,5.0,0.0,184.0,6.0,397.0,117.0,75.0,199.0,
39021,Queens,26.0,7.0,12.0,202.0,0.0,224.0,14.0,0.0,435.0,12.0,932.0,238.0,214.0,468.0,
39022,Queens,47.0,13.0,6.0,252.0,7.0,312.0,15.0,0.0,539.0,14.0,1205.0,327.0,258.0,599.0,
39023,Queens,27.0,22.0,5.0,266.0,1.0,261.0,13.0,0.0,514.0,17.0,1126.0,274.0,271.0,563.0,
39024,Queens,11.0,2.0,3.0,119.0,0.0,108.0,4.0,0.0,222.0,,469.0,112.0,122.0,235.0,
39025,Queens,17.0,7.0,8.0,170.0,2.0,220.0,12.0,0.0,386.0,1.0,823.0,232.0,178.0,410.0,
39026,Queens,36.0,20.0,15.0,306.0,1.0,303.0,19.0,0.0,597.0,8.0,1305.0,322.0,321.0,653.0,
39027,Queens,6.0,3.0,2.0,74.0,0.0,73.0,4.0,0.0,147.0,3.0,312.0,77.0,76.0,156.0,
39028,Queens,93.0,14.0,34.0,558.0,10.0,379.0,31.0,0.0,911.0,19.0,2049.0,410.0,592.0,1018.0,
39029,Queens,18.0,4.0,10.0,169.0,0.0,154.0,7.0,0.0,337.0,16.0,715.0,161.0,179.0,359.0,
39030,Queens,38.0,9.0,17.0,321.0,1.0,303.0,15.0,0.0,616.0,5.0,1325.0,318.0,338.0,663.0,
39031,Queens,30.0,8.0,17.0,252.0,1.0,260.0,9.0,0.0,505.0,2.0,1084.0,269.0,269.0,543.0,
39032,Queens,29.0,5.0,21.0,383.0,4.0,364.0,14.0,0.0,755.0,7.0,1582.0,378.0,404.0,789.0,
39033,Queens,20.0,8.0,18.0,305.0,1.0,241.0,11.0,0.0,554.0,5.0,1163.0,252.0,323.0,582.0,
39034,Queens,42.0,16.0,10.0,308.0,0.0,328.0,17.0,0.0,618.0,9.0,1348.0,345.0,318.0,676.0,
39035,Queens,24.0,25.0,14.0,321.0,0.0,323.0,16.0,0.0,632.0,6.0,1361.0,339.0,335.0,681.0,
39036,Queens,28.0,4.0,13.0,206.0,0.0,206.0,21.0,0.0,423.0,7.0,908.0,227.0,219.0,455.0,
39037,Queens,22.0,5.0,5.0,123.0,0.0,182.0,13.0,0.0,301.0,1.0,652.0,195.0,128.0,328.0,
39038,Queens,22.0,6.0,11.0,150.0,0.0,166.0,5.0,0.0,308.0,1.0,669.0,171.0,161.0,336.0,
39039,Queens,39.0,19.0,16.0,272.0,0.0,306.0,15.0,0.0,571.0,15.0,1253.0,321.0,288.0,629.0,
39040,Queens,7.0,3.0,2.0,32.0,0.0,36.0,2.0,0.0,70.0,5.0,157.0,38.0,34.0,80.0,
39041,Queens,77.0,20.0,11.0,348.0,9.0,434.0,19.0,0.0,726.0,18.0,1662.0,453.0,359.0,823.0,
39042,Queens,51.0,3.0,11.0,194.0,1.0,210.0,15.0,0.0,395.0,16.0,896.0,225.0,205.0,449.0,
39043,Queens,42.0,6.0,11.0,207.0,0.0,167.0,9.0,0.0,350.0,2.0,794.0,176.0,218.0,398.0,
39044,Queens,63.0,18.0,18.0,265.0,2.0,270.0,13.0,0.0,498.0,9.0,1156.0,283.0,283.0,579.0,
39045,Queens,66.0,7.0,21.0,279.0,3.0,294.0,16.0,0.0,544.0,5.0,1235.0,310.0,300.0,617.0,
39046,Queens,121.0,2.0,31.0,557.0,2.0,395.0,25.0,0.0,904.0,16.0,2053.0,420.0,588.0,1027.0,
39047,Queens,62.0,5.0,20.0,284.0,4.0,219.0,14.0,0.0,482.0,7.0,1097.0,233.0,304.0,549.0,
39048,Queens,23.0,7.0,4.0,124.0,4.0,189.0,41.0,0.0,329.0,4.0,725.0,230.0,128.0,359.0,
39049,Queens,38.0,22.0,20.0,264.0,1.0,317.0,17.0,0.0,570.0,6.0,1255.0,334.0,284.0,630.0,
39050,Queens,13.0,3.0,5.0,66.0,0.0,97.0,5.0,0.0,160.0,2.0,351.0,102.0,71.0,176.0,
39051,Queens,39.0,19.0,31.0,446.0,4.0,219.0,13.0,0.0,663.0,9.0,1443.0,232.0,477.0,721.0,
39052,Queens,3.0,5.0,4.0,96.0,0.0,95.0,7.0,0.0,197.0,1.0,408.0,102.0,100.0,205.0,
39053,Queens,1.0,2.0,1.0,24.0,0.0,21.0,3.0,0.0,46.0,,98.0,24.0,25.0,49.0,
39054,Queens,3.0,0.0,5.0,81.0,2.0,78.0,5.0,0.0,166.0,,340.0,83.0,86.0,169.0,
39055,Queens,0.0,0.0,1.0,37.0,0.0,29.0,2.0,0.0,77.0,5.0,151.0,31.0,38.0,77.0,
40001,Queens,75.0,14.0,23.0,375.0,3.0,332.0,25.0,0.0,674.0,6.0,1527.0,357.0,398.0,763.0,
40002,Queens,23.0,7.0,8.0,208.0,4.0,163.0,9.0,0.0,363.0,5.0,790.0,172.0,216.0,393.0,
40003,Queens,23.0,19.0,4.0,184.0,3.0,196.0,13.0,0.0,359.0,3.0,804.0,209.0,188.0,401.0,
40004,Queens,82.0,16.0,14.0,298.0,4.0,308.0,13.0,0.0,550.0,13.0,1298.0,321.0,312.0,648.0,
